         0.987809346180000E+02        -0.376070521864143E+02
         0.100813958768000E+03        -0.376079365594918E+02
         0.102874687918000E+03        -0.376085267129303E+02
         0.104963309568000E+03        -0.376088434873639E+02
         0.107080011218000E+03        -0.376089071220596E+02
         0.109224980368000E+03        -0.376087309556376E+02
         0.111398404518000E+03        -0.376083330312789E+02
         0.113600471168000E+03        -0.376077304624957E+02
         0.115831367818000E+03        -0.376069348386626E+02
